"","Entry","Mno","restrt","..1","Study.y","ExptA","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Des1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","HigherT","richness","value","Mean.value","value.st","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime","logY","logS","TG1","Study","minval","maxval","convert.min","convert.max","values.rs","logY.rs","logYst","logSc","lnTc","logSmax","logSmaxc"
"33","1034",1200,"control",95.8333,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"930","365",2.5479,"0.9353","Y","N","Y",4,122.8164,100.4153,1.22308452994713,"cover","perc.cover",2.5479,"Y",0.935269490471936,4.81069055728457,1.38629436111989,"1","152",78.0142,122.8164,"0","0",122.8164,4.81069055728457,0.201375971198936,-0.693147180559945,-1.46877868187254,1.38629436111989,-0.405465108108164
"34","1035",1201,"control",67.2386,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1020","365",2.7945,"1.0277","Y","N","Y",1,58.6149,76.41085,0.767101792481042,"cover","perc.cover",2.7945,"Y",1.02765319972762,4.0709889304744,0,"1","152",58.6149,94.2068,"0","0",58.6149,4.0709889304744,-0.265135771321609,-2.07944154167984,-1.37639497261686,1.38629436111989,-0.405465108108164
"35","1035",1201,"control",67.2386,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1020","365",2.7945,"1.0277","Y","N","Y",4,94.2068,76.41085,1.23289820751896,"cover","perc.cover",2.7945,"Y",1.02765319972762,4.54549236581349,1.38629436111989,"1","152",58.6149,94.2068,"0","0",94.2068,4.54549236581349,0.209367664017486,-0.693147180559945,-1.37639497261686,1.38629436111989,-0.405465108108164
"36","1036",1202,"control",85.9477,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1110","365",3.0411,"1.1122","Y","N","Y",1,69.9833,93.36955,0.749530226931585,"cover","perc.cover",3.0411,"Y",1.11221929207433,4.2482566421581,0,"1","152",69.9833,116.7558,"0","0",69.9833,4.2482566421581,-0.288308632790941,-2.07944154167984,-1.29182888027015,1.38629436111989,-0.405465108108164
"37","1036",1202,"control",85.9477,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1110","365",3.0411,"1.1122","Y","N","Y",4,116.7558,93.36955,1.25046977306841,"cover","perc.cover",3.0411,"Y",1.11221929207433,4.76008457411591,1.38629436111989,"1","152",69.9833,116.7558,"0","0",116.7558,4.76008457411591,0.223519299166875,-0.693147180559945,-1.29182888027015,1.38629436111989,-0.405465108108164
"38","1037",1203,"control",76.3072,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1200","365",3.2877,"1.1902","Y","Y","Y",1,53.9424,82.5416,0.653517741357085,"cover","perc.cover",3.2877,"Y",1.19018823215532,3.98791681060385,0,"1","152",53.9424,111.1408,"0","0",53.9424,3.98791681060385,-0.425385598073535,-2.07944154167984,-1.21385994018916,1.38629436111989,-0.405465108108164
"39","1037",1203,"control",76.3072,152,"404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1200","365",3.2877,"1.1902","Y","Y","Y",4,111.1408,82.5416,1.34648225864291,"cover","perc.cover",3.2877,"Y",1.19018823215532,4.71079786595436,1.38629436111989,"1","152",53.9424,111.1408,"0","0",111.1408,4.71079786595436,0.297495457276969,-0.693147180559945,-1.21385994018916,1.38629436111989,-0.405465108108164
"40","1059",1204,"control",113.3333,154,"407","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,97.1944,100.10645,0.970910465809146,"mass","biomass",0.1808,"Y",-1.71036383102406,4.57671309663797,0,"1","154",97.1944,103.0185,"0","0",97.1944,4.57671309663797,-0.0295210231717619,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"41","1059",1204,"control",113.3333,154,"407","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,103.0185,100.10645,1.02908953419085,"mass","biomass",0.1808,"Y",-1.71036383102406,4.63490858375188,1.79175946922805,"1","154",97.1944,103.0185,"0","0",103.0185,4.63490858375188,0.0286744639421513,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"42","1060",1205,"control",120.6667,154,"408","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,94.8889,98.1389,0.966883672019964,"mass","biomass",0.1808,"Y",-1.71036383102406,4.55270673354836,0,"1","154",94.8889,101.3889,"0","0",94.8889,4.55270673354836,-0.0336770885728946,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"43","1060",1205,"control",120.6667,154,"408","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,101.3889,98.1389,1.03311632798004,"mass","biomass",0.1808,"Y",-1.71036383102406,4.61896361770946,1.79175946922805,"1","154",94.8889,101.3889,"0","0",101.3889,4.61896361770946,0.0325797955882053,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"44","1061",1206,"control",80.1667,154,"409","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,94.8611,92.0787,1.03021762904993,"mass","biomass",0.1808,"Y",-1.71036383102406,4.55241371641847,0,"1","154",89.2963,94.8611,"0","0",94.8611,4.55241371641847,0.0297700702626244,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"45","1061",1206,"control",80.1667,154,"409","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,89.2963,92.0787,0.969782370950068,"mass","biomass",0.1808,"Y",-1.71036383102406,4.49196005365341,1.79175946922805,"1","154",89.2963,94.8611,"0","0",89.2963,4.49196005365341,-0.0306835925024347,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"46","1062",1207,"control",122.6667,154,"410","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,98.25,103.8361,0.946202717551988,"mass","biomass",0.1808,"Y",-1.71036383102406,4.58751525074937,0,"1","154",98.25,109.4222,"0","0",98.25,4.58751525074937,-0.0552984437198963,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"47","1062",1207,"control",122.6667,154,"410","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,109.4222,103.8361,1.05379728244801,"mass","biomass",0.1808,"Y",-1.71036383102406,4.69521379444708,1.79175946922805,"1","154",98.25,109.4222,"0","0",109.4222,4.69521379444708,0.0524000999778156,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"48","1063",1208,"control",110.3333,154,"411","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,93.9167,95.338,0.985091988504059,"mass","biomass",0.1808,"Y",-1.71036383102406,4.54240821917629,0,"1","154",93.9167,96.7593,"0","0",93.9167,4.54240821917629,-0.0150202528263388,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"49","1063",1208,"control",110.3333,154,"411","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,96.7593,95.338,1.01490801149594,"mass","biomass",0.1808,"Y",-1.71036383102406,4.57222645132128,1.79175946922805,"1","154",93.9167,96.7593,"0","0",96.7593,4.57222645132128,0.0147979793186499,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"50","1064",1209,"control",79.3333,154,"412","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,93.7143,91.9868,1.0187798684159,"mass","biomass",0.1808,"Y",-1.71036383102406,4.54025079232779,0,"1","154",90.2593,93.7143,"0","0",93.7143,4.54025079232779,0.0186057038336082,-2.07944154167984,-4.11441200336854,1.79175946922805,0
"51","1064",1209,"control",79.3333,154,"412","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,90.2593,91.9868,0.981220131584097,"mass","biomass",0.1808,"Y",-1.71036383102406,4.50268663899542,1.79175946922805,"1","154",90.2593,93.7143,"0","0",90.2593,4.50268663899542,-0.0189584494987641,-0.287682072451781,-4.11441200336854,1.79175946922805,0
"52","1065",1210,"control",14.925,155,"413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,8.9917,11.1472333333333,0.806630643777081,"mass","biomass",0.6667,"Y",-0.405415109358123,2.19630192960545,0,"1","155",8.9917,14.65,"0","0",8.9917,2.19630192960545,-0.214889405971338,-2.07944154167984,-2.8094632817026,1.09861228866811,-0.693147180559945
"53","1065",1210,"control",14.925,155,"413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,14.65,11.1472333333333,1.3142274465712,"mass","biomass",0.6667,"Y",-0.405415109358123,2.68444033546308,0.693147180559945,"1","155",8.9917,14.65,"0","0",14.65,2.68444033546308,0.273248999886284,-1.38629436111989,-2.8094632817026,1.09861228866811,-0.693147180559945
"54","1065",1210,"control",14.925,155,"413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,9.8,11.1472333333333,0.879141909651722,"mass","biomass",0.6667,"Y",-0.405415109358123,2.28238238567653,1.09861228866811,"1","155",8.9917,14.65,"0","0",9.8,2.28238238567653,-0.128808949900266,-0.980829253011726,-2.8094632817026,1.09861228866811,-0.693147180559945
"55","1066",1211,"control",18.85,155,"414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,12.8083,14.525,0.881810671256454,"mass","biomass",0.6667,"Y",-0.405415109358123,2.55009339828081,0,"1","155",12.8083,15.9667,"0","0",12.8083,2.55009339828081,-0.12577790445716,-2.07944154167984,-2.8094632817026,1.09861228866811,-0.693147180559945
"56","1066",1211,"control",18.85,155,"414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,15.9667,14.525,1.09925645438898,"mass","biomass",0.6667,"Y",-0.405415109358123,2.77050530342925,0.693147180559945,"1","155",12.8083,15.9667,"0","0",15.9667,2.77050530342925,0.0946340006912779,-1.38629436111989,-2.8094632817026,1.09861228866811,-0.693147180559945
"57","1066",1211,"control",18.85,155,"414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,14.8,14.525,1.01893287435456,"mass","biomass",0.6667,"Y",-0.405415109358123,2.69462718077007,1.09861228866811,"1","155",12.8083,15.9667,"0","0",14.8,2.69462718077007,0.0187558780320945,-0.980829253011726,-2.8094632817026,1.09861228866811,-0.693147180559945
"58","1067",1212,"control",5,155,"415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,10.3417,10.1472333333333,1.01916450132548,"mass","biomass",0.6667,"Y",-0.405415109358123,2.33618426562446,0,"1","155",8.375,11.725,"0","0",10.3417,2.33618426562446,0.0189831752895116,-2.07944154167984,-2.8094632817026,1.09861228866811,-0.693147180559945
"59","1067",1212,"control",5,155,"415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,11.725,10.1472333333333,1.1554873742268,"mass","biomass",0.6667,"Y",-0.405415109358123,2.46172331433234,0.693147180559945,"1","155",8.375,11.725,"0","0",11.725,2.46172331433234,0.144522223997397,-1.38629436111989,-2.8094632817026,1.09861228866811,-0.693147180559945
"60","1067",1212,"control",5,155,"415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,8.375,10.1472333333333,0.825348124447715,"mass","biomass",0.6667,"Y",-0.405415109358123,2.12525107771113,1.09861228866811,"1","155",8.375,11.725,"0","0",8.375,2.12525107771113,-0.191950012623816,-0.980829253011726,-2.8094632817026,1.09861228866811,-0.693147180559945
"61","1068",1213,"control",3.075,155,"416","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,7.1917,7.2778,0.988169501772514,"mass","biomass",0.6667,"Y",-0.405415109358123,1.97292758328485,0,"1","155",5.3,9.3417,"1","0",7191.7,8.88068286226698,-0.011901035450593,-2.07944154167984,-2.8094632817026,1.09861228866811,-0.693147180559945
